Employee_ID,Name,Age,Salary,City,Department,Experience_Years,Performance_Score,Bonus,Work_Hours
7906.0,Karan,22.0,66847.0,Pune,IT,7.0,4.0,20306.0,11.0
,Priya,,28686.0,???,Unknown123,,5.0,18463.0,4.0
,Sneha,51.0,88447.0,Delhi,Finance,6.0,,32883.0,9.0
3526.0,Rohan,45.0,120751.0,Delhi,IT,9.0,1.0,,7.0
1166.0,Rahul,52.0,52640.0,Bangalore,HR,9.0,1.0,23539.0,11.0
5189.0,Rohan,22.0,25056.0,Pune,Sales,13.0,8.0,7300.0,9.0
8348.0,Akash,32.0,33164.0,Pune,,18.0,1.0,,11.0
1575.0,Akash,50.0,22431.0,Chennai,Marketing,10.0,5.0,13459.0,9.0
8171.0,Priya,45.0,70109.0,Pune,HR,17.0,5.0,36198.0,9.0
9797.0,Pooja,45.0,129780.0,Mumbai,Sales,10.0,2.0,48216.0,6.0
4343.0,Karan,37.0,107310.0,Pune,IT,18.0,7.0,23007.0,7.0
2818.0,Sneha,45.0,126011.0,Chennai,Finance,9.0,6.0,24680.0,11.0
7023.0,Akash,32.0,,Kolkata,Sales,12.0,5.0,28583.0,6.0
8979.0,Akash,38.0,36546.0,Delhi,Marketing,22.0,8.0,9549.0,7.0
6171.0,,52.0,85541.0,Kolkata,Marketing,7.0,2.0,32413.0,4.0
,Rohan,58.0,24742.0,Pune,IT,1.0,7.0,27832.0,
5541.0,Aman,21.0,107707.0,Chennai,HR,21.0,5.0,21817.0,8.0
7380.0,Priya,44.0,31185.0,Chennai,IT,13.0,9.0,40447.0,4.0
4860.0,Akash,108.0,1914858.0,Bangalore,HR,4.0,8.0,159090.0,6.0
2514.0,Aman,31.0,118039.0,Pune,Sales,20.0,4.0,37724.0,10.0
2067.0,Pooja,30.0,28676.0,Delhi,IT,24.0,4.0,48081.0,9.0
,,19.0,67396.0,Chennai,Sales,0.0,7.0,,6.0
7909.0,Karan,58.0,134428.0,Pune,HR,20.0,4.0,29977.0,7.0
6032.0,Sneha,58.0,117694.0,Kolkata,Sales,11.0,7.0,37488.0,9.0
7502.0,Aman,46.0,110118.0,Kolkata,Sales,10.0,9.0,17868.0,7.0
4639.0,,18.0,136532.0,Mumbai,Marketing,9.0,1.0,,9.0
,Pooja,34.0,,Mumbai,Finance,4.0,6.0,,10.0
9292.0,Akash,45.0,81672.0,Delhi,Finance,23.0,9.0,,11.0
4532.0,Aman,36.0,148168.0,,,22.0,6.0,9932.0,10.0
,Karan,50.0,122638.0,Chennai,Finance,21.0,2.0,27419.0,6.0
7411.0,Rahul,21.0,76667.0,,HR,18.0,9.0,42916.0,11.0
,Priya,43.0,,Chennai,,2.0,1.0,,5.0
8204.0,Akash,,141189.0,Mumbai,Sales,21.0,8.0,19930.0,9.0
3515.0,,24.0,77786.0,Bangalore,IT,15.0,3.0,42127.0,
9133.0,Sneha,43.0,27416.0,Pune,Sales,17.0,9.0,41713.0,8.0
2739.0,Aman,33.0,47532.0,Chennai,Sales,12.0,5.0,27167.0,6.0
5052.0,Sneha,31.0,120363.0,Delhi,HR,6.0,4.0,14713.0,11.0
1258.0,Akash,54.0,127673.0,Delhi,IT,13.0,9.0,11965.0,6.0
9700.0,Aman,29.0,60910.0,Bangalore,HR,15.0,2.0,13208.0,9.0
6786.0,Pooja,92.0,961383.0,Mumbai,HR,0.0,4.0,228074.0,5.0
4683.0,Priya,18.0,145109.0,Bangalore,Sales,,9.0,29333.0,4.0
5720.0,Sneha,52.0,41226.0,Mumbai,,4.0,,,6.0
4726.0,Sneha,49.0,78615.0,Kolkata,Finance,22.0,9.0,34627.0,11.0
1678.0,Priya,50.0,,Delhi,IT,9.0,5.0,10829.0,4.0
9459.0,Rohan,22.0,22209.0,Mumbai,Marketing,19.0,2.0,38840.0,
7126.0,Rahul,50.0,36862.0,Mumbai,Marketing,14.0,,,5.0
,,19.0,124049.0,Mumbai,Sales,18.0,1.0,33471.0,5.0
8898.0,Rahul,50.0,33420.0,Bangalore,Sales,5.0,5.0,37231.0,10.0
2200.0,Karan,41.0,107479.0,Pune,,16.0,1.0,21438.0,8.0
6355.0,Karan,57.0,139120.0,Chennai,Marketing,18.0,3.0,28829.0,6.0
2116.0,Aman,30.0,115416.0,Chennai,IT,13.0,5.0,43739.0,10.0
7344.0,Rahul,50.0,60994.0,Chennai,HR,14.0,2.0,16587.0,
,Sneha,24.0,90160.0,Chennai,HR,22.0,9.0,9034.0,7.0
2058.0,Akash,52.0,23488.0,Mumbai,HR,1.0,7.0,,10.0
8284.0,Rohan,36.0,38486.0,Chennai,Finance,9.0,5.0,33904.0,7.0
,Karan,51.0,57601.0,Mumbai,IT,19.0,9.0,16764.0,6.0
6577.0,Rahul,51.0,31921.0,Pune,IT,17.0,4.0,23788.0,11.0
6590.0,Karan,43.0,123073.0,Pune,HR,8.0,9.0,47277.0,4.0
,Rahul,23.0,100609.0,Bangalore,IT,17.0,1.0,41950.0,6.0
8063.0,Priya,43.0,92536.0,,Marketing,15.0,6.0,,8.0
,Akash,52.0,71589.0,Pune,Sales,3.0,1.0,18966.0,11.0
9395.0,Pooja,40.0,139797.0,Chennai,Sales,21.0,6.0,49517.0,
3491.0,Priya,44.0,94217.0,Pune,IT,19.0,8.0,40849.0,9.0
5822.0,Rahul,27.0,,Pune,,20.0,,,8.0
8004.0,Pooja,,86749.0,Delhi,Marketing,7.0,6.0,8306.0,8.0
8011.0,Karan,47.0,73187.0,Kolkata,Marketing,6.0,3.0,,
6700.0,Aman,51.0,70685.0,,Finance,,2.0,7444.0,9.0
5862.0,Priya,56.0,140933.0,Pune,IT,17.0,4.0,15548.0,7.0
,,50.0,124892.0,Mumbai,IT,24.0,9.0,14071.0,8.0
,Akash,26.0,91285.0,Chennai,Sales,8.0,7.0,49604.0,9.0
4472.0,Pooja,18.0,,Delhi,,10.0,7.0,38420.0,4.0
9432.0,Sneha,50.0,55733.0,Pune,Sales,13.0,,38647.0,6.0
8710.0,Karan,24.0,22963.0,Delhi,Marketing,,4.0,14951.0,10.0
9812.0,Priya,26.0,48888.0,Delhi,Marketing,13.0,2.0,,7.0
1854.0,Priya,33.0,85161.0,Pune,HR,,7.0,20148.0,6.0
7363.0,Karan,47.0,130134.0,Chennai,IT,4.0,6.0,16323.0,6.0
7704.0,Rohan,35.0,110576.0,Pune,Finance,19.0,8.0,12567.0,8.0
4624.0,Rahul,41.0,101103.0,Kolkata,Finance,7.0,3.0,49770.0,11.0
6446.0,Akash,31.0,114135.0,Chennai,Marketing,24.0,4.0,33672.0,10.0
9573.0,Priya,,23298.0,Kolkata,Finance,6.0,7.0,32956.0,7.0
7031.0,Sneha,54.0,108128.0,Kolkata,Sales,17.0,3.0,39197.0,9.0
7182.0,Pooja,55.0,147603.0,Bangalore,Marketing,7.0,3.0,18526.0,6.0
2132.0,Sneha,36.0,120691.0,Mumbai,HR,24.0,2.0,14441.0,9.0
3476.0,,23.0,96636.0,Bangalore,Finance,11.0,2.0,29710.0,6.0
4135.0,Akash,22.0,118062.0,Chennai,IT,8.0,6.0,46850.0,4.0
3079.0,Sneha,28.0,90097.0,,Marketing,11.0,9.0,,10.0
1944.0,Priya,24.0,,Kolkata,Finance,20.0,3.0,34239.0,5.0
,Aman,27.0,75695.0,Delhi,Marketing,17.0,3.0,46502.0,6.0
4962.0,Sneha,,129775.0,Mumbai,IT,2.0,7.0,26075.0,9.0
7674.0,Rohan,,69595.0,Delhi,Finance,16.0,4.0,35299.0,
1834.0,Akash,50.0,36824.0,,HR,14.0,4.0,24816.0,8.0
4750.0,Aman,32.0,78442.0,Pune,HR,16.0,4.0,15693.0,5.0
5184.0,Akash,28.0,118830.0,Mumbai,Finance,10.0,3.0,23384.0,6.0
8178.0,Karan,35.0,70993.0,Kolkata,IT,7.0,5.0,45101.0,4.0
6168.0,Karan,46.0,75444.0,,Finance,1.0,6.0,7529.0,5.0
5991.0,Pooja,20.0,87631.0,Bangalore,HR,7.0,8.0,44427.0,5.0
9146.0,Karan,,104205.0,Bangalore,Finance,14.0,5.0,42874.0,8.0
,,30.0,149438.0,Bangalore,Marketing,6.0,6.0,6562.0,4.0
5238.0,Rohan,43.0,27103.0,Delhi,Sales,1.0,8.0,29824.0,8.0
9398.0,Karan,36.0,148186.0,Mumbai,IT,7.0,3.0,27898.0,10.0
9165.0,,28.0,47871.0,,Marketing,6.0,4.0,27166.0,8.0
4534.0,Pooja,22.0,73325.0,Delhi,IT,23.0,1.0,39841.0,8.0
3052.0,Priya,42.0,81989.0,Kolkata,Finance,22.0,3.0,43082.0,
9151.0,Karan,46.0,,Bangalore,IT,14.0,4.0,12751.0,11.0
1028.0,Karan,39.0,68854.0,Delhi,Sales,23.0,4.0,29163.0,8.0
9379.0,Rahul,42.0,140303.0,Mumbai,HR,8.0,8.0,24097.0,6.0
2860.0,Pooja,49.0,,Mumbai,Marketing,8.0,3.0,48842.0,
,Aman,52.0,120749.0,Kolkata,Sales,22.0,5.0,,11.0
3572.0,Pooja,34.0,20061.0,,Sales,19.0,2.0,6946.0,8.0
9051.0,Sneha,102.0,1611033.0,Delhi,IT,11.0,6.0,111462.0,
7128.0,Akash,20.0,82510.0,Kolkata,Finance,18.0,9.0,40226.0,9.0
5014.0,Sneha,53.0,136730.0,Mumbai,HR,1.0,3.0,36291.0,5.0
5252.0,,50.0,130539.0,Pune,IT,6.0,6.0,7100.0,6.0
,Rahul,48.0,24735.0,Chennai,IT,15.0,8.0,26235.0,6.0
3707.0,Karan,24.0,143615.0,Kolkata,Marketing,22.0,3.0,23783.0,5.0
,Sneha,37.0,93797.0,Delhi,Finance,18.0,3.0,26469.0,7.0
8816.0,Aman,36.0,80198.0,Kolkata,IT,12.0,2.0,,
9351.0,Pooja,148.0,896308.0,Mumbai,Sales,6.0,6.0,158926.0,
9535.0,Pooja,,147486.0,Bangalore,Sales,4.0,6.0,24210.0,
9396.0,Rahul,49.0,104848.0,Pune,HR,21.0,4.0,27310.0,9.0
,Karan,34.0,107376.0,Chennai,HR,,9.0,39899.0,
9591.0,Pooja,25.0,40000.0,Kolkata,HR,7.0,4.0,32393.0,7.0
,Rohan,52.0,,???,Unknown123,4.0,6.0,23873.0,7.0
,Akash,23.0,79425.0,Pune,Marketing,16.0,9.0,10079.0,9.0
2805.0,Karan,21.0,48718.0,Kolkata,HR,3.0,1.0,46138.0,9.0
6047.0,Karan,51.0,29195.0,,IT,7.0,7.0,44707.0,10.0
6540.0,Priya,18.0,132332.0,Delhi,Marketing,2.0,9.0,28978.0,10.0
3096.0,Aman,45.0,56900.0,Chennai,Sales,23.0,1.0,,7.0
6337.0,Rohan,44.0,126356.0,Delhi,Finance,22.0,8.0,49144.0,5.0
2459.0,Sneha,38.0,51460.0,Kolkata,Marketing,20.0,6.0,18648.0,7.0
,Pooja,42.0,102050.0,Pune,,24.0,2.0,18602.0,6.0
,Karan,41.0,64483.0,Chennai,IT,14.0,4.0,,5.0
4782.0,Aman,45.0,121196.0,Delhi,Marketing,16.0,5.0,11385.0,11.0
4500.0,Karan,19.0,120105.0,Mumbai,HR,23.0,9.0,25730.0,8.0
6605.0,Rohan,24.0,47284.0,Mumbai,IT,4.0,,15001.0,
7419.0,Rahul,28.0,125038.0,Pune,HR,17.0,4.0,38871.0,10.0
9624.0,Rohan,47.0,20466.0,,IT,19.0,4.0,10028.0,5.0
8889.0,Sneha,36.0,75253.0,Pune,HR,18.0,6.0,37399.0,6.0
,Sneha,23.0,,Kolkata,Finance,6.0,8.0,12962.0,7.0
2817.0,Rahul,58.0,80533.0,Chennai,HR,,4.0,22624.0,9.0
8570.0,Pooja,33.0,34646.0,Bangalore,IT,7.0,9.0,47386.0,11.0
6103.0,Rohan,36.0,27405.0,Mumbai,Finance,5.0,9.0,9646.0,9.0
1617.0,Aman,43.0,,Mumbai,,24.0,,32172.0,
9509.0,Priya,32.0,,Pune,Finance,24.0,6.0,20383.0,11.0
7285.0,Akash,51.0,,Kolkata,Marketing,16.0,8.0,,10.0
1456.0,Sneha,31.0,20257.0,Pune,Marketing,1.0,6.0,,
1500.0,Priya,22.0,68416.0,Mumbai,Sales,12.0,3.0,15935.0,6.0
9074.0,Rohan,55.0,130118.0,Pune,Sales,1.0,8.0,11505.0,6.0
3315.0,Karan,37.0,34912.0,,Finance,2.0,3.0,12592.0,5.0
4874.0,Karan,55.0,43744.0,Delhi,Marketing,6.0,7.0,14350.0,9.0
7630.0,Rahul,29.0,70491.0,Pune,IT,13.0,9.0,20233.0,8.0
5973.0,Pooja,54.0,74288.0,Bangalore,Sales,,,20818.0,4.0
5774.0,Sneha,24.0,38252.0,Mumbai,Marketing,18.0,4.0,41424.0,8.0
2003.0,Sneha,,131712.0,Chennai,IT,12.0,2.0,44643.0,11.0
7848.0,Aman,49.0,149114.0,Mumbai,IT,8.0,5.0,22891.0,8.0
5196.0,Pooja,26.0,33625.0,Bangalore,Finance,20.0,2.0,24680.0,7.0
7715.0,Akash,54.0,55742.0,Pune,HR,16.0,2.0,12366.0,4.0
2066.0,Akash,26.0,111231.0,Chennai,HR,2.0,2.0,34308.0,
,Karan,36.0,33317.0,Mumbai,IT,18.0,8.0,22837.0,11.0
7608.0,Aman,,146334.0,Delhi,IT,21.0,4.0,6901.0,11.0
4234.0,Pooja,29.0,25682.0,Delhi,Finance,4.0,6.0,,6.0
7494.0,Pooja,25.0,33233.0,Mumbai,Sales,20.0,8.0,14030.0,6.0
5498.0,Rohan,29.0,28898.0,Kolkata,,7.0,6.0,32693.0,4.0
6267.0,Akash,54.0,49788.0,Pune,Marketing,20.0,,20133.0,4.0
7171.0,Aman,33.0,41303.0,Delhi,HR,4.0,1.0,41051.0,8.0
9095.0,Karan,58.0,82602.0,Kolkata,HR,3.0,,49305.0,9.0
4669.0,Rohan,20.0,81657.0,Delhi,Marketing,18.0,7.0,29313.0,11.0
5715.0,Aman,25.0,,Kolkata,Finance,0.0,4.0,22849.0,8.0
7069.0,Akash,28.0,29222.0,Chennai,Sales,8.0,8.0,29164.0,6.0
2961.0,Pooja,35.0,108497.0,Delhi,Marketing,4.0,5.0,46390.0,6.0
1875.0,Priya,27.0,33310.0,Kolkata,IT,18.0,1.0,31007.0,11.0
9734.0,Akash,50.0,119001.0,Pune,Marketing,18.0,9.0,6612.0,11.0
,Akash,32.0,149057.0,Mumbai,Marketing,3.0,6.0,35436.0,5.0
,Karan,40.0,81318.0,Delhi,Finance,17.0,6.0,,11.0
5499.0,Karan,59.0,89761.0,,IT,19.0,3.0,11179.0,11.0
8233.0,Priya,29.0,127170.0,Pune,Finance,,9.0,10790.0,7.0
6947.0,Rohan,45.0,27888.0,Bangalore,Sales,19.0,2.0,24457.0,9.0
1574.0,Pooja,20.0,64323.0,Kolkata,Finance,2.0,5.0,24021.0,11.0
,Sneha,18.0,73224.0,Delhi,Finance,0.0,6.0,13814.0,
8395.0,Sneha,52.0,136122.0,Pune,IT,16.0,,29747.0,4.0
4172.0,Aman,18.0,,Bangalore,Finance,7.0,1.0,7285.0,6.0
3470.0,Karan,,145593.0,Kolkata,Sales,17.0,9.0,36978.0,9.0
4427.0,Rohan,47.0,101733.0,,HR,,3.0,12279.0,4.0
,Rohan,,134247.0,Kolkata,Marketing,19.0,8.0,45292.0,
,Aman,27.0,136495.0,Chennai,HR,21.0,8.0,,5.0
,Rohan,58.0,125734.0,Kolkata,Marketing,5.0,3.0,27841.0,
3200.0,Sneha,31.0,137383.0,,IT,11.0,2.0,40169.0,9.0
3964.0,Rahul,41.0,104090.0,Chennai,HR,20.0,9.0,8229.0,10.0
7905.0,Sneha,37.0,70176.0,Pune,Sales,12.0,4.0,24499.0,7.0
4313.0,Akash,37.0,104432.0,Mumbai,Marketing,21.0,,49543.0,5.0
3927.0,Rahul,50.0,109819.0,Chennai,Finance,15.0,2.0,31452.0,10.0
,Aman,29.0,121479.0,Delhi,Sales,10.0,3.0,19823.0,8.0
9470.0,Pooja,22.0,128917.0,Bangalore,Sales,10.0,8.0,12191.0,10.0
5458.0,Pooja,40.0,132201.0,Delhi,HR,19.0,5.0,,11.0
2648.0,Sneha,33.0,45173.0,Chennai,Marketing,9.0,3.0,38027.0,10.0
6527.0,Pooja,58.0,128007.0,,HR,12.0,7.0,14502.0,
9184.0,Priya,44.0,85567.0,Mumbai,IT,3.0,,,10.0
3341.0,Karan,26.0,112443.0,Kolkata,Marketing,9.0,9.0,12586.0,4.0
2518.0,Priya,31.0,24147.0,Bangalore,Finance,4.0,9.0,16106.0,9.0
,Aman,46.0,142016.0,Chennai,Finance,15.0,2.0,6718.0,11.0
1870.0,Sneha,31.0,90246.0,Delhi,Finance,10.0,1.0,,6.0
6538.0,Sneha,48.0,117041.0,Kolkata,IT,0.0,8.0,44757.0,10.0
,Pooja,24.0,76150.0,,Finance,15.0,1.0,27268.0,7.0
2128.0,Pooja,58.0,60295.0,Bangalore,IT,4.0,4.0,32298.0,6.0
7499.0,Aman,26.0,,,IT,21.0,1.0,,
2284.0,Rohan,31.0,,Mumbai,IT,14.0,9.0,6132.0,6.0
9762.0,Akash,36.0,,Pune,IT,13.0,3.0,,7.0
3864.0,Rahul,51.0,118537.0,Mumbai,Finance,21.0,5.0,13588.0,8.0
7045.0,Aman,27.0,89041.0,Bangalore,,13.0,7.0,43600.0,11.0
2977.0,Priya,,26390.0,Chennai,Sales,12.0,,43956.0,11.0
9638.0,Akash,54.0,81837.0,Mumbai,IT,24.0,2.0,11553.0,4.0
,Akash,40.0,140952.0,Mumbai,IT,22.0,,38433.0,8.0
,Pooja,54.0,149193.0,Mumbai,HR,8.0,2.0,31300.0,4.0
9828.0,Rohan,48.0,116464.0,Delhi,Sales,7.0,3.0,,8.0
3973.0,Priya,19.0,95973.0,Pune,Sales,4.0,1.0,38655.0,9.0
5626.0,Akash,39.0,63110.0,Mumbai,HR,17.0,9.0,38721.0,5.0
1118.0,Priya,59.0,,,IT,17.0,5.0,45112.0,10.0
8999.0,Rahul,21.0,68758.0,Pune,IT,,6.0,28089.0,6.0
3292.0,Priya,50.0,104210.0,Mumbai,HR,5.0,2.0,5474.0,4.0
3104.0,Akash,39.0,133449.0,Chennai,HR,24.0,9.0,33732.0,4.0
2067.0,Sneha,48.0,31341.0,Bangalore,Sales,1.0,9.0,29951.0,6.0
1423.0,,29.0,40636.0,Delhi,IT,17.0,7.0,27630.0,9.0
4819.0,Priya,50.0,,,HR,24.0,4.0,47021.0,5.0
8703.0,Pooja,37.0,91728.0,Chennai,Sales,23.0,,6135.0,9.0
2280.0,Sneha,58.0,22828.0,Mumbai,HR,7.0,4.0,40208.0,7.0
4432.0,,26.0,82883.0,Mumbai,Sales,5.0,3.0,9040.0,4.0
1762.0,Akash,40.0,24647.0,Chennai,HR,10.0,3.0,24424.0,6.0
,Karan,50.0,,Chennai,Finance,,9.0,45477.0,8.0
6499.0,Rahul,36.0,79506.0,Chennai,Finance,15.0,6.0,18805.0,9.0
9634.0,Priya,50.0,119733.0,Kolkata,Sales,13.0,4.0,13960.0,5.0
,Rahul,22.0,133426.0,Mumbai,Finance,21.0,1.0,,11.0
,Akash,38.0,,Bangalore,Finance,24.0,9.0,49476.0,5.0
9280.0,Aman,,134731.0,Chennai,,11.0,9.0,6836.0,7.0
9653.0,,58.0,45783.0,Kolkata,,15.0,9.0,5295.0,11.0
4552.0,Pooja,36.0,94707.0,Chennai,HR,0.0,7.0,42022.0,11.0
,Priya,39.0,108312.0,Kolkata,Marketing,1.0,8.0,19413.0,
,Rahul,35.0,20150.0,Chennai,Finance,21.0,8.0,38408.0,5.0
5496.0,Priya,53.0,28470.0,,Marketing,24.0,2.0,33074.0,11.0
5646.0,Rohan,42.0,62169.0,Kolkata,Finance,9.0,6.0,15508.0,11.0
3983.0,Pooja,53.0,141174.0,,Finance,24.0,,,10.0
,,,77839.0,,Sales,23.0,7.0,17919.0,
8834.0,Pooja,43.0,22220.0,Delhi,Sales,23.0,6.0,7888.0,
7804.0,Akash,30.0,,Chennai,HR,2.0,4.0,29701.0,
8510.0,Karan,49.0,60890.0,Bangalore,Finance,0.0,3.0,6987.0,10.0
3950.0,Sneha,20.0,70139.0,Delhi,,2.0,2.0,23329.0,4.0
,Rahul,53.0,34688.0,Kolkata,HR,22.0,4.0,,10.0
8418.0,,54.0,111099.0,Mumbai,Marketing,3.0,2.0,43159.0,8.0
7063.0,Sneha,,71084.0,Pune,Finance,14.0,9.0,,8.0
8661.0,Sneha,31.0,41102.0,Pune,Finance,23.0,7.0,12221.0,6.0
4421.0,Karan,38.0,46882.0,Pune,Marketing,15.0,5.0,48749.0,8.0
2990.0,Priya,49.0,149753.0,Mumbai,Marketing,3.0,5.0,37185.0,9.0
4856.0,Rohan,41.0,142489.0,Bangalore,IT,19.0,3.0,19106.0,
2482.0,Priya,33.0,110307.0,Mumbai,,,1.0,11395.0,5.0
3545.0,,54.0,114895.0,Bangalore,HR,22.0,5.0,42389.0,6.0
5220.0,Sneha,25.0,108888.0,Bangalore,IT,12.0,1.0,22300.0,4.0
1642.0,Akash,46.0,90097.0,Pune,,9.0,7.0,34724.0,5.0
4918.0,Aman,22.0,53482.0,Mumbai,Finance,6.0,1.0,8697.0,5.0
2586.0,Akash,31.0,110983.0,Chennai,Marketing,2.0,6.0,12877.0,10.0
3409.0,Akash,,47975.0,Bangalore,IT,0.0,7.0,49901.0,5.0
7504.0,Akash,27.0,91664.0,Kolkata,Finance,6.0,1.0,,9.0
1054.0,Karan,22.0,38544.0,Chennai,HR,8.0,8.0,48276.0,10.0
1841.0,Priya,28.0,28707.0,Chennai,IT,7.0,7.0,40161.0,8.0
7928.0,Priya,50.0,118662.0,Kolkata,Finance,11.0,9.0,18478.0,
5587.0,Priya,46.0,71472.0,Kolkata,,10.0,5.0,16066.0,9.0
3906.0,Priya,51.0,138669.0,Kolkata,Finance,11.0,3.0,,8.0
6088.0,Karan,19.0,35380.0,Pune,Sales,4.0,9.0,25703.0,4.0
,Karan,58.0,61927.0,Pune,Finance,3.0,2.0,38219.0,10.0
6982.0,Karan,58.0,21150.0,Bangalore,IT,11.0,3.0,19765.0,10.0
3272.0,Sneha,41.0,72164.0,Kolkata,Marketing,22.0,6.0,31428.0,7.0
7141.0,,56.0,40319.0,Mumbai,Marketing,20.0,7.0,36578.0,5.0
,Rahul,38.0,138453.0,Mumbai,HR,21.0,6.0,20874.0,6.0
9294.0,,,23920.0,Chennai,IT,15.0,4.0,9817.0,5.0
2071.0,Rahul,27.0,105427.0,Kolkata,Sales,4.0,6.0,,
1736.0,Priya,28.0,74791.0,Mumbai,Finance,10.0,6.0,24690.0,11.0
7376.0,Karan,31.0,76357.0,Kolkata,,18.0,9.0,,6.0
8749.0,Karan,22.0,88642.0,Pune,IT,16.0,5.0,41290.0,10.0
4630.0,Rohan,42.0,41820.0,Bangalore,HR,0.0,2.0,18774.0,5.0
1227.0,Rahul,43.0,143441.0,Bangalore,Sales,20.0,2.0,13840.0,6.0
7665.0,Aman,109.0,738677.0,,IT,15.0,9.0,187885.0,7.0
6711.0,Akash,51.0,64392.0,Pune,Finance,22.0,7.0,12097.0,11.0
,Karan,47.0,112024.0,Chennai,,20.0,5.0,26265.0,
4570.0,Karan,34.0,,,IT,0.0,3.0,13581.0,11.0
,Karan,53.0,85299.0,Delhi,Sales,11.0,,17442.0,5.0
8993.0,Rahul,50.0,123566.0,Delhi,Sales,23.0,6.0,31783.0,5.0
2619.0,Sneha,48.0,128211.0,Pune,Marketing,18.0,6.0,8982.0,
3204.0,Rohan,35.0,107850.0,Kolkata,Marketing,,4.0,14107.0,10.0
3703.0,Pooja,29.0,63612.0,Chennai,HR,5.0,9.0,10456.0,
8742.0,Rohan,23.0,29441.0,Kolkata,,12.0,2.0,27948.0,6.0
8574.0,Aman,28.0,56125.0,,HR,16.0,6.0,,7.0
1797.0,Pooja,43.0,27951.0,Bangalore,Sales,18.0,3.0,35632.0,6.0
3999.0,Rahul,58.0,58390.0,Kolkata,Sales,13.0,8.0,34695.0,10.0
3764.0,Pooja,25.0,113776.0,Delhi,Finance,5.0,4.0,,4.0
4684.0,Akash,49.0,51860.0,Delhi,Marketing,23.0,8.0,,
9199.0,Rohan,,61809.0,,IT,23.0,1.0,48370.0,
,Pooja,22.0,,Chennai,,4.0,7.0,42311.0,8.0
4874.0,Priya,47.0,32918.0,Delhi,,6.0,2.0,35254.0,11.0
4329.0,,21.0,68491.0,Kolkata,Marketing,16.0,,42321.0,
7069.0,Priya,54.0,,Chennai,Marketing,24.0,4.0,28729.0,8.0
6584.0,Rahul,23.0,123449.0,Mumbai,Marketing,,8.0,29347.0,11.0
9805.0,Karan,39.0,112412.0,???,Unknown123,17.0,5.0,28370.0,5.0
9880.0,Sneha,43.0,119011.0,Delhi,HR,4.0,3.0,,7.0
9301.0,Aman,46.0,112172.0,Chennai,IT,15.0,9.0,35348.0,6.0
2160.0,Akash,46.0,54570.0,Bangalore,HR,21.0,9.0,38146.0,8.0
,Rahul,22.0,38541.0,Kolkata,Finance,0.0,6.0,,8.0
5744.0,Pooja,36.0,65234.0,Mumbai,,17.0,7.0,45297.0,10.0
8331.0,Rahul,20.0,,Bangalore,,4.0,7.0,46895.0,
3003.0,Karan,57.0,91063.0,Delhi,Sales,12.0,6.0,11100.0,
9035.0,Pooja,31.0,91573.0,Bangalore,HR,17.0,9.0,11174.0,11.0
2527.0,Sneha,57.0,143225.0,Pune,HR,21.0,1.0,26452.0,4.0
,Pooja,,,Delhi,IT,8.0,8.0,,6.0
8234.0,Akash,40.0,100989.0,Chennai,Marketing,4.0,9.0,48069.0,10.0
6169.0,Rohan,44.0,33682.0,Delhi,Finance,19.0,5.0,33399.0,11.0
5610.0,Priya,54.0,103924.0,Delhi,IT,11.0,1.0,,8.0
7721.0,Rohan,30.0,92607.0,Delhi,Sales,20.0,7.0,17473.0,11.0
9697.0,,39.0,128137.0,Delhi,HR,17.0,,40927.0,6.0
5250.0,Aman,28.0,92866.0,Chennai,HR,9.0,8.0,27268.0,11.0
7626.0,Akash,32.0,51070.0,Chennai,Finance,15.0,3.0,,11.0
3855.0,,46.0,,,Finance,7.0,5.0,41362.0,11.0
,Rahul,32.0,37522.0,Chennai,Marketing,24.0,5.0,7897.0,4.0
8935.0,Rahul,42.0,92826.0,Delhi,Finance,21.0,7.0,27692.0,9.0
,Aman,93.0,979185.0,Bangalore,Finance,22.0,3.0,197950.0,5.0
3392.0,Aman,26.0,79189.0,,IT,14.0,1.0,7352.0,4.0
,Akash,42.0,46811.0,Kolkata,Marketing,23.0,1.0,25353.0,
2921.0,Rohan,45.0,114180.0,Bangalore,,2.0,5.0,29359.0,6.0
,Rahul,40.0,60865.0,Kolkata,Sales,2.0,3.0,,9.0
2827.0,Akash,46.0,77809.0,Bangalore,,7.0,2.0,39773.0,6.0
1716.0,Akash,47.0,123241.0,Bangalore,Finance,13.0,6.0,18061.0,5.0
1630.0,Rahul,42.0,144769.0,Chennai,,20.0,5.0,,8.0
5860.0,Rohan,37.0,,Mumbai,Finance,6.0,4.0,11813.0,9.0
,Priya,52.0,136625.0,Delhi,Marketing,0.0,4.0,31526.0,
4768.0,Aman,18.0,,Kolkata,,5.0,9.0,49236.0,9.0
9928.0,Karan,56.0,103621.0,Bangalore,Sales,12.0,1.0,8606.0,7.0
3707.0,Karan,41.0,,Mumbai,HR,18.0,6.0,36135.0,8.0
,Karan,46.0,91636.0,Bangalore,Sales,3.0,6.0,,
4357.0,Sneha,42.0,127698.0,Delhi,Marketing,22.0,2.0,46493.0,
,Rohan,36.0,77283.0,Bangalore,,,,,11.0
5204.0,Priya,36.0,139065.0,Kolkata,,1.0,6.0,,
5230.0,Priya,50.0,46839.0,Delhi,HR,19.0,1.0,29571.0,8.0
